# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.80        3804030.83
2                       7.42        3707865.40
4                      14.33        3582364.38
8                      28.39        3548955.29
16                     56.60        3537787.02
32                    113.76        3554901.65
64                    226.70        3542135.78
128                   454.10        3547689.15
256                   875.76        3420950.47
512                  1383.30        2701761.76
1024                 2678.60        2615823.45
2048                 5077.99        2479488.91
4096                 3617.92         883281.43
8192                 3615.88         441391.68
16384                4239.43         258754.23
32768               19848.68         605733.65
65536               28952.16         441774.83
131072              31386.99         239463.75
262144              31046.21         118431.90
524288              32787.03          62536.29
1048576             31131.59          29689.40
2097152             31815.31          15170.72
4194304             30960.79           7381.63
