# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       4.01
2                       7.99
4                      15.57
8                      31.09
16                     62.02
32                    124.65
64                    235.54
128                   462.85
256                   893.06
512                  1361.79
1024                 2636.98
2048                 4955.41
4096                 4032.00
8192                 8638.04
16384               14388.07
32768               21381.60
65536               26295.68
131072              28322.47
262144              27161.75
524288              27439.95
1048576             27427.60
2097152             30909.75
4194304             28639.33
