# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.85        3846084.74
2                       7.59        3795493.81
4                      14.91        3728494.52
8                      29.63        3703875.82
16                     58.65        3665516.57
32                    116.90        3653081.88
64                    234.23        3659875.84
128                   465.23        3634604.57
256                   893.61        3490673.63
512                  1418.28        2770074.59
1024                 2727.50        2663577.58
2048                 5153.20        2516213.26
4096                 4231.31        1033034.31
8192                 9209.36        1124189.34
16384               15604.55         952426.09
32768               23258.22         709784.47
65536               28469.42         434408.95
131072              31232.19         238282.73
262144              26779.44         102155.47
524288              28240.59          53864.65
1048576             32310.32          30813.52
2097152             29190.38          13919.06
4194304             31555.73           7523.47
