# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.12        3117693.67
2                       5.63        2814000.34
4                      11.06        2765536.68
8                      22.36        2795092.80
16                     45.31        2832179.22
32                     90.52        2828741.78
64                    177.91        2779864.61
128                   348.71        2724294.81
256                   693.08        2707339.48
512                  1300.95        2540924.06
1024                 2524.42        2465249.33
2048                 4622.49        2257072.76
4096                 3295.55         804576.74
8192                 4714.45         575494.64
16384                4601.17         280833.37
32768                8672.04         264649.67
65536               21759.27         332020.04
131072              25102.24         191514.90
262144              24200.87          92318.99
524288              26806.33          51129.02
1048576             25929.42          24728.23
2097152             26610.06          12688.66
4194304             29071.88           6931.28
