# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.95
2                       7.64
4                      15.02
8                      27.91
16                     54.80
32                    109.59
64                    217.16
128                   433.17
256                   828.39
512                  1288.88
1024                 2467.52
2048                 4474.43
4096                 3482.17
8192                 4645.20
16384               13173.71
32768               19745.33
65536               24226.98
131072              26304.93
262144              26011.51
524288              27267.96
1048576             27886.74
2097152             28094.83
4194304             27685.26
