# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       4.02
2                       7.95
4                      15.53
8                      30.93
16                     57.18
32                    113.92
64                    229.55
128                   458.12
256                   878.06
512                  1356.23
1024                 2620.60
2048                 4905.33
4096                 4626.49
8192                 8481.07
16384               13973.32
32768               20852.23
65536               25677.40
131072              28279.93
262144              27628.32
524288              26639.81
1048576             30758.83
2097152             28563.64
4194304             28334.62
