# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.47        3465935.14
2                       6.02        3010585.97
4                      11.75        2936773.74
8                      23.26        2908060.27
16                     47.19        2949085.33
32                     95.52        2985137.00
64                    190.75        2980508.92
128                   363.64        2840957.01
256                   711.69        2780043.44
512                  1356.89        2650173.20
1024                 2608.43        2547290.95
2048                 4746.65        2317701.80
4096                 4489.65        1096106.08
8192                 8052.49         982970.45
16384               13345.15         814523.47
32768               19665.16         600133.20
65536               22225.84         339139.43
131072              25746.06         196426.85
262144              25165.96          96000.50
524288               9828.64          18746.64
1048576              8766.22           8360.12
2097152              8867.82           4228.51
4194304              8810.56           2100.60
