# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.93        2929408.76
2                       5.62        2812003.79
4                      11.53        2881675.43
8                      24.23        3028992.76
16                     49.12        3070205.67
32                     97.05        3032959.31
64                    191.72        2995689.90
128                   379.91        2968017.66
256                   747.55        2920125.00
512                  1394.65        2723930.73
1024                 2665.55        2603080.57
2048                 4906.90        2395945.85
4096                 4614.82        1126666.01
8192                 8582.08        1047617.21
16384               14037.86         856802.78
32768               20709.95         632017.57
65536               23726.94         362044.36
131072              26342.46         200977.03
262144              26316.43         100389.20
524288              29390.72          56058.35
1048576             24631.89          23490.81
2097152             27949.13          13327.18
4194304             28671.00           6835.70
