# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.74
2                       7.53
4                      13.01
8                      24.97
16                     50.83
32                    102.95
64                    202.31
128                   390.20
256                   765.11
512                  1312.54
1024                 2539.78
2048                 4686.99
4096                 3293.09
8192                 7401.61
16384               13342.78
32768               19366.54
65536               22294.43
131072              25099.97
262144              22184.10
524288              27019.12
1048576             26912.33
2097152             25981.95
4194304             27041.76
