# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.72
2                       7.38
4                      14.40
8                      26.05
16                     51.21
32                    103.52
64                    207.84
128                   393.50
256                   793.07
512                  1361.68
1024                 2623.93
2048                 4790.91
4096                 4499.51
8192                 7984.61
16384               13267.68
32768               18987.35
65536               22543.37
131072              22689.70
262144              21870.24
524288              26052.25
1048576             25236.46
2097152             25736.86
4194304             28386.71
