# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.73        3733653.96
2                       7.25        3624904.00
4                      14.21        3553378.91
8                      28.58        3572000.85
16                     57.25        3577835.53
32                    115.36        3605048.67
64                    226.13        3533302.62
128                   448.38        3502999.28
256                   866.21        3383626.36
512                  1399.61        2733609.23
1024                 2693.58        2630448.24
2048                 5052.59        2467085.51
4096                 4897.78        1195747.31
8192                 9117.00        1112915.00
16384               15246.77         930589.27
32768               22969.15         700962.81
65536               27879.44         425406.45
131072              30265.65         230908.59
262144              25677.80          97953.02
524288              27118.52          51724.46
1048576             33313.93          31770.64
2097152             30754.16          14664.73
4194304             28578.54           6813.66
