# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.45        3450569.11
2                       6.58        3291846.97
4                      11.95        2988122.26
8                      23.63        2953849.79
16                     46.65        2915854.50
32                     93.77        2930343.63
64                    186.89        2920158.98
128                   366.25        2861347.76
256                   718.47        2806514.83
512                  1348.07        2632949.45
1024                 2581.18        2520687.96
2048                 4726.93        2308071.17
4096                 3219.66         786050.85
8192                 4407.88         538071.76
16384                4611.01         281433.78
32768               17466.64         533039.59
65536               22182.50         338478.11
131072              25101.04         191505.72
262144              22422.29          85534.23
524288              12390.82          23633.61
1048576              8727.02           8322.73
2097152              8815.89           4203.75
4194304              8825.16           2104.08
