# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.18        3178187.62
2                       5.76        2878688.43
4                      11.33        2833375.01
8                      22.77        2846368.97
16                     46.38        2899053.59
32                     92.25        2882817.18
64                    182.76        2855583.50
128                   355.90        2780483.44
256                   718.98        2808534.65
512                  1331.89        2601340.71
1024                 2561.80        2501757.09
2048                 4695.43        2292689.30
4096                 4391.19        1072068.71
8192                 7823.10         954967.96
16384               12924.13         788826.22
32768               18813.18         574132.71
65536               22358.88         341169.42
131072              25371.29         193567.61
262144              25174.13          96031.70
524288              26658.63          50847.30
1048576             26653.22          25418.49
2097152             26196.80          12491.61
4194304             26618.90           6346.44
