# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.73        3730518.75
2                       7.27        3635994.46
4                      14.17        3542946.99
8                      28.27        3533774.74
16                     56.48        3530147.90
32                    113.73        3554028.51
64                    227.42        3553370.43
128                   455.48        3558435.71
256                   867.41        3388335.19
512                  1401.53        2737372.78
1024                 2712.53        2648952.13
2048                 5110.30        2495262.32
4096                 3840.69         937668.98
8192                 5841.14         713030.29
16384               15589.45         951504.29
32768               22945.24         700233.20
65536               27576.74         420787.65
131072              30125.12         229836.41
262144              30385.15         115910.15
524288              31343.63          59783.23
1048576             33944.79          32372.27
2097152             31119.97          14839.16
4194304             29703.71           7081.92
