# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.86        3863557.50
2                       7.56        3777955.62
4                      14.85        3711490.96
8                      29.32        3665239.06
16                     58.08        3630008.85
32                    117.08        3658728.86
64                    233.70        3651537.23
128                   466.18        3642031.13
256                   906.06        3539299.94
512                  1426.83        2786767.76
1024                 2764.52        2699722.97
2048                 5077.16        2479082.55
4096                 5017.58        1224995.36
8192                 9328.81        1138770.30
16384               15726.82         959889.17
32768               23783.52         725815.30
65536               29155.12         444871.90
131072              30042.87         229208.89
262144              30076.77         114733.78
524288              29070.52          55447.62
1048576             31579.77          30116.81
2097152             29447.81          14041.81
4194304             29047.37           6925.43
