# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.49        3492160.43
2                       6.90        3449387.06
4                      13.76        3439780.20
8                      27.40        3425279.25
16                     51.70        3231484.35
32                    102.51        3203328.26
64                    202.81        3168921.91
128                   392.39        3065549.01
256                   766.86        2995540.58
512                  1431.87        2796615.61
1024                 2737.08        2672926.88
2048                 5042.85        2462330.48
4096                 4399.41        1074075.23
8192                 8404.62        1025954.14
16384               14262.99         870543.76
32768               20537.50         626754.67
65536               23607.13         360216.15
131072              25880.12         197449.64
262144              23941.47          91329.46
524288              26056.31          49698.46
1048576             27267.68          26004.49
2097152             28373.43          13529.51
4194304             28615.83           6822.55
