# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.75        3748525.70
2                       7.27        3632664.10
4                      14.29        3572249.67
8                      28.32        3540580.67
16                     57.09        3567889.55
32                    115.84        3620030.10
64                    230.90        3607749.47
128                   459.58        3590478.14
256                   883.86        3452574.09
512                  1394.92        2724446.04
1024                 2696.86        2633652.41
2048                 5138.40        2508985.11
4096                 3719.08         907978.07
8192                 4410.18         538351.64
16384               15354.60         937170.32
32768               22687.97         692381.87
65536               26757.95         408293.92
131072              29093.32         221964.45
262144              27168.31         103638.89
524288              29300.69          55886.62
1048576             29870.42          28486.65
2097152             28777.53          13722.20
4194304             10000.73           2384.36
