# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.48        3477735.05
2                       6.56        3279701.84
4                      12.89        3223399.79
8                      25.97        3245880.19
16                     52.08        3255013.97
32                    104.96        3279992.12
64                    210.30        3285953.14
128                   420.35        3283971.31
256                   808.69        3158952.26
512                  1261.56        2463993.26
1024                 2431.09        2374108.62
2048                 4601.36        2246756.18
4096                 4023.08         982196.76
8192                 8203.18        1001365.03
16384               14180.14         865487.27
32768               20712.37         632091.48
65536               25212.48         384711.96
131072              27560.09         210266.83
262144              29428.87         112262.22
524288              27645.73          52730.05
1048576             28849.69          27513.21
2097152             29102.31          13877.06
4194304             29920.37           7133.57
