# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.44        3441592.94
2                       5.94        2970226.13
4                      11.26        2815799.26
8                      22.62        2828063.05
16                     45.36        2834802.46
32                     93.85        2932743.22
64                    186.71        2917332.24
128                   359.96        2812158.86
256                   709.53        2771599.90
512                  1320.48        2579054.78
1024                 2543.70        2484078.22
2048                 4660.09        2275435.82
4096                 3305.93         807110.60
8192                 4633.81         565650.50
16384                4554.61         277991.48
32768                5287.86         161372.66
65536               17561.70         267970.35
131072              25542.10         194870.79
262144              26523.66         101179.72
524288              26333.03          50226.27
1048576             26662.14          25427.00
2097152             27683.89          13200.71
4194304             27806.81           6629.66
