# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.81        3813793.90
2                       7.67        3836483.79
4                      15.01        3751973.89
8                      29.85        3730746.65
16                     59.63        3726814.70
32                    119.44        3732591.76
64                    238.31        3723611.23
128                   471.10        3680470.31
256                   913.59        3568720.57
512                  1423.97        2781199.72
1024                 2646.12        2584103.59
2048                 4967.25        2425414.71
4096                 3659.91         893533.03
8192                 6880.26         839875.59
16384               14722.91         898614.97
32768               22147.97         675902.47
65536               27081.07         413224.34
131072              29586.68         225728.48
262144              30946.44         118051.30
524288              30163.86          57533.00
1048576             25947.25          24745.22
2097152             30087.64          14346.90
4194304             28554.54           6807.93
