# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.46        3458272.80
2                       6.31        3153367.99
4                      12.18        3043764.77
8                      24.36        3044542.46
16                     49.30        3081076.90
32                     97.99        3062268.36
64                    193.93        3030219.38
128                   379.68        2966213.16
256                   765.85        2991604.25
512                  1395.26        2725119.23
1024                 2660.56        2598203.68
2048                 4923.50        2404050.86
4096                 4729.76        1154725.54
8192                 7134.14         870867.22
16384               10704.73         653364.63
32768               20523.07         626314.47
65536               22965.68         350428.42
131072              26431.17         201653.83
262144              23025.88          87836.75
524288              27043.32          51581.03
1048576             26105.21          24895.87
2097152             28589.31          13632.45
4194304             26866.54           6405.48
