# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.87        3871041.34
2                       7.68        3839804.78
4                      14.72        3680375.07
8                      29.48        3684952.67
16                     59.18        3699048.64
32                    118.94        3716812.13
64                    236.38        3693512.13
128                   476.29        3720977.18
256                   909.56        3552960.71
512                  1445.11        2822488.74
1024                 2803.72        2738002.94
2048                 5298.92        2587363.96
4096                 4359.73        1064386.89
8192                 9032.53        1102604.35
16384               15395.91         939691.58
32768               23322.45         711744.64
65536               28268.30         431340.01
131072              31295.83         238768.21
262144              24754.37          94430.43
524288              30225.17          57649.93
1048576             29366.88          28006.44
2097152             32651.32          15569.36
4194304             33764.37           8050.05
