# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.69
2                       6.91
4                      12.36
8                      24.27
16                     48.97
32                     98.31
64                    194.57
128                   384.36
256                   751.80
512                  1309.96
1024                 2534.07
2048                 4662.27
4096                 4460.13
8192                 7953.27
16384               13187.79
32768               19096.52
65536               22370.14
131072              25568.68
262144              27026.20
524288              26186.49
1048576             26170.65
2097152             27713.93
4194304             27229.60
