# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.03        3030430.59
2                       5.78        2889485.23
4                      11.46        2863822.85
8                      23.18        2897410.66
16                     46.76        2922724.22
32                     92.90        2903270.77
64                    181.51        2836136.58
128                   359.64        2809725.73
256                   707.53        2763797.09
512                  1322.24        2582493.10
1024                 2538.08        2478593.66
2048                 4679.91        2285112.81
4096                 4461.99        1089354.08
8192                 7996.16         976093.70
16384               13643.76         832748.91
32768               19795.53         604111.64
65536               22586.49         344642.46
131072              25789.23         196756.25
262144              26178.52          99863.14
524288              24169.87          46100.37
1048576             26572.06          25341.09
2097152             27209.39          12974.45
4194304             26775.47           6383.77
