# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.76        3764086.36
2                       7.33        3663286.08
4                      14.30        3575913.43
8                      28.51        3563280.75
16                     57.12        3570086.20
32                    115.24        3601197.13
64                    231.65        3619608.14
128                   458.00        3578126.98
256                   887.89        3468328.82
512                  1406.44        2746957.02
1024                 2731.95        2667916.25
2048                 4987.11        2435111.32
4096                 4952.04        1208995.02
8192                 9033.24        1102690.46
16384               15216.84         928761.96
32768               22503.28         686745.75
65536               28010.96         427413.35
131072              30757.08         234657.92
262144              31775.86         121215.29
524288              30088.39          57389.05
1048576             32122.59          30634.49
2097152             30738.11          14657.08
4194304             30587.25           7292.57
