# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.47        3468351.19
2                       6.89        3444708.29
4                      13.81        3451675.09
8                      27.74        3467780.07
16                     54.26        3391385.73
32                    106.79        3337075.55
64                    210.13        3283268.28
128                   409.48        3199082.34
256                   794.06        3101792.89
512                  1471.71        2874424.18
1024                 2786.94        2721617.72
2048                 5063.32        2472325.03
4096                 4778.63        1166657.69
8192                 7402.51         903626.97
16384               14116.63         861610.69
32768               20720.64         632343.67
65536               23434.89         357588.00
131072              26505.77         202222.94
262144              23265.75          88751.78
524288              27556.25          52559.38
1048576             28526.07          27204.58
2097152             28460.48          13571.01
4194304             28272.22           6740.62
