# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.80        3801660.48
2                       7.37        3683327.74
4                      14.42        3606044.79
8                      28.83        3603201.69
16                     57.72        3607619.92
32                    116.36        3636123.57
64                    232.53        3633268.13
128                   463.31        3619588.69
256                   886.10        3461344.11
512                  1414.23        2762175.32
1024                 2715.28        2651636.75
2048                 5158.35        2518723.86
4096                 4931.67        1204021.61
8192                 9179.63        1120560.12
16384               15180.15         926522.79
32768               22795.96         695677.53
65536               28180.32         429997.57
131072              30708.75         234289.15
262144              32150.30         122643.66
524288              31035.69          59195.87
1048576             28074.07          26773.52
2097152             30047.15          14327.60
4194304             32212.51           7680.06
