# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.74
2                       7.37
4                      14.31
8                      26.62
16                     52.54
32                    104.43
64                    205.17
128                   402.45
256                   782.15
512                  1353.01
1024                 2595.96
2048                 4798.74
4096                 4414.50
8192                 7917.17
16384               13093.04
32768               18458.56
65536               21776.24
131072              26282.31
262144              27528.04
524288              28363.03
1048576             26853.25
2097152             26662.12
4194304             27926.60
