# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.40        3401554.70
2                       6.57        3285630.77
4                      13.12        3281129.20
8                      26.18        3272903.60
16                     52.12        3257803.70
32                    101.89        3184177.82
64                    192.88        3013694.60
128                   372.27        2908347.96
256                   732.48        2861250.92
512                  1392.57        2719870.62
1024                 2662.22        2599827.49
2048                 4845.99        2366207.34
4096                 4544.57        1109515.01
8192                 8027.11         979871.98
16384               13337.85         814077.50
32768               19382.09         591494.37
65536               22272.13         339845.70
131072              25238.26         192552.61
262144              14414.03          54985.14
524288               8668.89          16534.60
1048576              8696.22           8293.37
2097152              8704.22           4150.49
4194304              8873.44           2115.59
