# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.45        3450381.41
2                       6.72        3360444.77
4                      13.32        3330450.41
8                      24.93        3115633.17
16                     49.25        3077996.38
32                     97.32        3041275.96
64                    189.01        2953332.50
128                   370.73        2896347.64
256                   717.41        2802377.40
512                  1359.27        2654819.42
1024                 2578.02        2517595.83
2048                 4671.53        2281021.17
4096                 4453.92        1087383.26
8192                 7873.64         961137.85
16384               13191.80         805163.78
32768               19229.81         586847.21
65536               22117.62         337488.07
131072              25052.80         191137.69
262144              25494.32          97253.11
524288              20920.66          39903.00
1048576             27293.66          26029.26
2097152             26592.14          12680.12
4194304             28849.83           6878.34
