# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       8.88
2                      17.77
4                      33.68
8                      69.63
16                    138.33
32                    274.86
64                    554.10
128                  1022.25
256                  1866.85
512                  3047.46
1024                 5501.02
2048                 9391.89
4096                 8428.89
8192                13350.95
16384               22027.22
32768               28478.93
65536               31996.87
131072              33388.86
262144              34309.27
524288              35138.10
1048576             36599.92
2097152             36994.73
4194304             35207.72
