# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.96        7956381.13
2                      16.38        8188734.99
4                      31.40        7850237.10
8                      62.11        7763977.04
16                    125.24        7827189.36
32                    240.33        7510317.00
64                    478.24        7472554.42
128                   936.98        7320119.22
256                  1811.89        7077685.56
512                  3055.38        5967533.45
1024                 5718.83        5584799.15
2048                 9090.88        4438905.06
4096                 8333.15        2034461.23
8192                13474.97        1644894.31
16384               21922.61        1338050.18
32768               28264.61         862567.45
65536               31818.58         485513.03
131072              33326.73         254262.79
262144              34307.61         130873.14
524288              35109.93          66966.88
1048576             36846.28          35139.35
2097152             35485.92          16921.01
4194304             35446.18           8451.03
