# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.22        4218615.79
2                       8.53        4267068.34
4                      17.01        4253598.20
8                      33.99        4249129.66
16                     67.89        4243359.87
32                    134.99        4218510.12
64                    266.36        4161813.11
128                   511.10        3992943.97
256                   989.62        3865687.18
512                  1852.46        3618076.52
1024                 3753.32        3665350.31
2048                 6683.72        3263534.82
4096                 5891.23        1438288.80
8192                 9949.78        1214572.58
16384               16353.13         998116.07
32768               23221.99         708678.93
65536               27079.72         413203.75
131072              29383.49         224178.24
262144              30617.72         116797.34
524288              31319.70          59737.59
1048576             31639.01          30173.31
2097152             31904.45          15213.23
4194304             31844.73           7592.38
