# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       5.04
2                      10.02
4                      20.17
8                      40.35
16                     81.12
32                    161.46
64                    316.70
128                   630.03
256                  1253.58
512                  2008.45
1024                 3919.40
2048                 6824.30
4096                 6018.62
8192                10159.12
16384               16621.04
32768               22933.93
65536               27036.83
131072              29474.74
262144              30720.03
524288              31372.43
1048576             31693.09
2097152             31843.29
4194304             31802.51
