# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.24        4238538.03
2                       8.50        4252443.10
4                      17.01        4252299.00
8                      34.01        4251830.33
16                     68.09        4255356.78
32                    136.22        4256742.78
64                    270.80        4231227.04
128                   514.11        4016466.26
256                   993.20        3879677.62
512                  1863.80        3640243.60
1024                 3743.71        3655970.44
2048                 6643.93        3244105.40
4096                 5750.80        1404003.96
8192                 9461.31        1154945.61
16384               15889.80         969836.54
32768               23191.43         707746.14
65536               27030.97         412459.88
131072              29376.74         224126.70
262144              30548.31         116532.56
524288              32922.73          62795.12
1048576             33535.36          31981.81
2097152             32629.11          15558.77
4194304             31794.70           7580.45
