# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.26        4262308.60
2                       8.49        4242872.36
4                      17.09        4271559.88
8                      34.14        4267631.72
16                     68.28        4267269.77
32                    136.46        4264275.55
64                    271.20        4237439.91
128                   512.38        4003005.76
256                   999.41        3903949.66
512                  1847.30        3608013.87
1024                 3780.99        3692376.78
2048                 6629.55        3237082.72
4096                 5681.17        1387004.36
8192                 9382.43        1145316.14
16384               15875.91         968988.42
32768               23411.17         714452.06
65536               27128.69         413951.02
131072              29374.84         224112.23
262144              31249.09         119205.82
524288              32946.81          62841.06
1048576             33331.48          31787.38
2097152             31843.67          15184.24
4194304             31802.14           7582.22
