# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.29        4288927.06
2                       8.64        4318876.70
4                      17.22        4304476.62
8                      34.22        4277931.32
16                     68.04        4252268.77
32                    135.97        4249136.43
64                    268.07        4188539.51
128                   501.30        3916424.96
256                   985.05        3847846.53
512                  1860.43        3633654.91
1024                 3707.74        3620837.85
2048                 6639.75        3242065.31
4096                 5684.22        1387748.27
8192                 9401.57        1147652.49
16384               15708.40         958764.43
32768               23180.88         707424.21
65536               27056.23         412845.34
131072              29324.92         223731.40
262144              30567.74         116606.68
524288              32769.84          62503.50
1048576             33435.82          31886.88
2097152             33706.61          16072.56
4194304             31795.69           7580.68
