# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       5.00
2                       9.99
4                      20.07
8                      40.31
16                     80.83
32                    160.46
64                    317.07
128                   620.71
256                  1238.98
512                  1999.23
1024                 3943.11
2048                 6977.03
4096                 5832.08
8192                 9384.26
16384               15865.56
32768               22947.19
65536               27001.24
131072              29378.61
262144              30597.44
524288              31172.29
1048576             32678.99
2097152             33623.13
4194304             31686.05
