# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.20        4196831.39
2                       8.43        4217139.46
4                      16.93        4232627.87
8                      33.94        4242583.78
16                     67.85        4240756.21
32                    135.91        4247329.99
64                    269.86        4216487.93
128                   508.85        3975420.72
256                   982.43        3837598.35
512                  1853.05        3619239.49
1024                 3768.38        3680058.48
2048                 6656.45        3250218.97
4096                 5723.25        1397278.11
8192                 9550.11        1165784.65
16384               16057.81         980091.12
32768               23268.71         710104.58
65536               27107.40         413626.03
131072              29347.04         223900.12
262144              30508.30         116379.93
524288              31236.36          59578.62
1048576             33600.81          32044.23
2097152             31894.67          15208.56
4194304             31855.70           7594.99
