# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       5.00
2                       9.93
4                      20.21
8                      40.26
16                     80.66
32                    161.16
64                    317.52
128                   622.39
256                  1229.76
512                  2010.22
1024                 3967.69
2048                 6985.15
4096                 5951.86
8192                 9852.97
16384               16411.50
32768               23000.82
65536               27003.10
131072              29439.97
262144              30696.24
524288              31348.67
1048576             31665.98
2097152             31814.47
4194304             31807.15
