# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.17        4169324.07
2                       8.53        4267249.57
4                      17.10        4275490.14
8                      34.30        4287959.82
16                     68.49        4280445.42
32                    136.62        4269242.16
64                    269.05        4203929.74
128                   510.93        3991606.40
256                  1008.40        3939073.13
512                  1885.82        3683233.41
1024                 3721.33        3634110.08
2048                 6684.65        3263987.87
4096                 5854.54        1429332.26
8192                 9798.37        1196090.27
16384               16147.20         985546.74
32768               23214.58         708452.71
65536               27077.70         413172.93
131072              29386.83         224203.75
262144              30687.52         117063.61
524288              31381.50          59855.45
1048576             33631.79          32073.77
2097152             31954.57          15237.13
4194304             31871.25           7598.70
