# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       4.97
2                       9.95
4                      20.27
8                      40.58
16                     80.43
32                    160.17
64                    315.94
128                   620.51
256                  1239.27
512                  2007.28
1024                 3956.57
2048                 6997.57
4096                 5897.72
8192                 9717.94
16384               15934.95
32768               22933.10
65536               27057.91
131072              29393.05
262144              30581.99
524288              31852.18
1048576             33141.88
2097152             32518.36
4194304             31741.25
