# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       8.13        8127148.22
2                      15.59        7794180.06
4                      31.54        7885167.32
8                      60.92        7615598.84
16                    124.86        7803515.29
32                    250.58        7830562.29
64                    505.46        7897814.13
128                   906.78        7084237.45
256                  1712.07        6687769.37
512                  3058.23        5973115.20
1024                 5779.99        5644519.45
2048                 9540.99        4658688.81
4096                 8336.27        2035223.29
8192                13610.82        1661477.10
16384               21976.75        1341354.44
32768               28331.29         864602.45
65536               31923.79         487118.30
131072              33356.41         254489.18
262144              34317.66         130911.49
524288              36236.59          69115.81
1048576             36580.43          34885.82
2097152             35397.13          16878.67
4194304             35520.13           8468.66
