# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.58        7576522.58
2                      16.36        8178626.31
4                      31.97        7991613.80
8                      64.40        8050548.39
16                    126.28        7892265.64
32                    254.79        7962134.08
64                    513.35        8021028.13
128                   988.16        7719980.85
256                  1721.42        6724295.98
512                  3052.24        5961415.11
1024                 5753.62        5618771.12
2048                 9425.89        4602483.50
4096                 8313.80        2029736.98
8192                13368.72        1631923.98
16384               22310.73        1361738.89
32768               27801.99         848449.39
65536               31655.98         483031.86
131072              33160.20         252992.21
262144              34697.58         132360.76
524288              36486.87          69593.18
1048576             36987.71          35274.23
2097152             37141.80          17710.59
4194304             34965.16           8336.34
