# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.23        4226564.74
2                       8.49        4245685.06
4                      17.06        4265992.92
8                      34.22        4277965.06
16                     68.04        4252551.88
32                    135.76        4242597.00
64                    270.37        4224517.53
128                   509.62        3981375.87
256                   985.47        3849506.20
512                  1859.40        3631648.89
1024                 3761.65        3673484.40
2048                 6671.86        3257744.33
4096                 5757.52        1405644.92
8192                 9722.72        1186855.18
16384               16177.55         987399.18
32768               23201.15         708042.85
65536               27106.16         413607.14
131072              29228.16         222993.18
262144              31766.75         121180.52
524288              32871.83          62698.04
1048576             33175.91          31639.01
2097152             31828.70          15177.11
4194304             31778.32           7576.54
