# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       8.80
2                      17.82
4                      34.75
8                      69.39
16                    138.23
32                    275.62
64                    554.26
128                  1018.28
256                  1855.97
512                  2984.10
1024                 5563.98
2048                 9071.05
4096                 8374.85
8192                13444.45
16384               22094.65
32768               28465.59
65536               31998.96
131072              33428.92
262144              34386.24
524288              34958.46
1048576             35253.85
2097152             35510.06
4194304             35184.20
