# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.82        7816140.92
2                      15.59        7796971.73
4                      32.06        8015754.97
8                      60.60        7575345.09
16                    122.54        7658969.08
32                    256.03        8001012.13
64                    496.34        7755251.06
128                   919.58        7184224.16
256                  1727.23        6746980.33
512                  3037.88        5933356.91
1024                 5702.86        5569202.52
2048                 9549.56        4662870.12
4096                 8253.89        2015109.92
8192                13363.70        1631310.85
16384               22504.69        1373576.99
32768               28048.48         855971.71
65536               31884.75         486522.69
131072              33253.91         253707.23
262144              34248.47         130647.54
524288              36551.20          69715.89
1048576             36999.11          35285.10
2097152             36278.32          17298.85
4194304             35206.51           8393.89
