# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.90        7899716.07
2                      14.86        7428077.06
4                      30.53        7631727.19
8                      59.85        7481562.33
16                    122.43        7651899.78
32                    237.32        7416300.10
64                    469.15        7330491.55
128                   919.88        7186549.12
256                  1738.88        6792481.83
512                  2989.20        5838289.95
1024                 5714.27        5580343.03
2048                 9061.41        4424515.69
4096                 8336.90        2035375.79
8192                13560.82        1655373.96
16384               22032.41        1344751.53
32768               28354.65         865315.17
65536               31668.07         483216.48
131072              33351.93         254455.03
262144              34333.16         130970.60
524288              34902.77          66571.75
1048576             36602.82          34907.17
2097152             35424.75          16891.84
4194304             35296.10           8415.25
