# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.45        7454141.60
2                      14.96        7479744.50
4                      31.30        7825161.44
8                      62.89        7861290.48
16                    124.78        7798953.70
32                    248.97        7780381.23
64                    502.84        7856892.59
128                   960.71        7505522.13
256                  1744.77        6815516.84
512                  2977.61        5815638.27
1024                 5728.25        5593992.40
2048                 9172.71        4478860.13
4096                 8377.71        2045339.62
8192                13529.01        1651490.33
16384               22516.36        1374289.74
32768               28280.18         863042.68
65536               31782.62         484964.29
131072              33353.55         254467.42
262144              34286.11         130791.12
524288              36207.72          69060.74
1048576             37000.63          35286.55
2097152             35339.94          16851.40
4194304             35130.71           8375.81
