# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       8.78
2                      17.77
4                      33.63
8                      69.47
16                    136.60
32                    275.81
64                    546.59
128                  1009.84
256                  1842.49
512                  3042.02
1024                 5541.80
2048                 9053.96
4096                 8297.55
8192                13527.16
16384               21986.02
32768               28389.94
65536               31733.55
131072              33354.11
262144              34857.63
524288              36357.39
1048576             36585.08
2097152             36906.29
4194304             35106.67
