# OSU MPI Latency Test v7.2
# Size          Latency (us)
# Datatype: MPI_CHAR.
1                       0.28
2                       0.28
4                       0.30
8                       0.29
16                      0.28
32                      0.28
64                      0.29
128                     0.28
256                     0.33
512                     0.31
1024                    0.33
2048                    0.39
4096                    0.78
8192                    1.10
16384                   1.68
32768                   2.75
65536                   4.15
131072                  6.63
262144                 12.66
524288                 25.39
1048576                49.66
2097152               103.21
4194304               253.21
