# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.24        4244332.99
2                       8.53        4266242.89
4                      17.09        4272765.90
8                      34.16        4270396.43
16                     68.44        4277194.27
32                    136.12        4253747.75
64                    272.34        4255239.08
128                   510.85        3991052.81
256                   993.91        3882468.93
512                  1870.78        3653861.90
1024                 3766.45        3678173.18
2048                 6642.79        3243548.70
4096                 5855.39        1429539.34
8192                 9743.80        1189429.22
16384               16057.30         980060.02
32768               23175.28         707253.36
65536               27019.01         412277.42
131072              29281.96         223403.63
262144              30609.42         116765.66
524288              32491.55          61972.72
1048576             33554.62          32000.18
2097152             32379.24          15439.62
4194304             31757.31           7571.53
