# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.26        4258065.09
2                       8.56        4281844.09
4                      17.15        4287803.25
8                      34.25        4280845.68
16                     68.86        4303612.32
32                    136.11        4253523.00
64                    270.09        4220088.70
128                   506.63        3958072.88
256                   985.04        3847810.90
512                  1848.33        3610025.22
1024                 3744.87        3657095.21
2048                 6584.23        3214956.46
4096                 5732.55        1399549.12
8192                 9637.23        1176419.88
16384               15804.26         964615.51
32768               23246.93         709439.94
65536               27159.53         414421.61
131072              29383.79         224180.49
262144              30708.49         117143.58
524288              31315.11          59728.83
1048576             31710.69          30241.67
2097152             31959.05          15239.26
4194304             31921.06           7610.57
