# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.93        7927853.56
2                      15.50        7750198.51
4                      31.89        7971403.59
8                      63.11        7889011.47
16                    127.73        7982939.46
32                    250.76        7836266.12
64                    500.17        7815131.12
128                   945.02        7382956.49
256                  1699.38        6638199.16
512                  3002.49        5864242.24
1024                 5684.08        5550862.86
2048                 9111.32        4448888.39
4096                 8323.60        2032129.94
8192                13538.78        1652683.50
16384               21949.36        1339682.56
32768               28272.78         862816.86
65536               31871.68         486323.23
131072              33332.08         254303.58
262144              35251.76         134474.80
524288              36625.34          69857.29
1048576             36973.56          35260.73
2097152             36897.12          17593.92
4194304             35349.53           8427.98
