# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       5.00
2                       9.91
4                      20.16
8                      40.30
16                     81.01
32                    160.67
64                    317.23
128                   619.41
256                  1243.21
512                  1998.29
1024                 3950.35
2048                 6950.74
4096                 6000.06
8192                10159.56
16384               16611.23
32768               22978.20
65536               27054.77
131072              29473.79
262144              31475.11
524288              32172.72
1048576             33183.84
2097152             33705.75
4194304             31745.64
