# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.21        4207649.34
2                       8.53        4266038.71
4                      17.08        4269082.11
8                      34.22        4277311.76
16                     68.63        4289424.93
32                    136.20        4256164.16
64                    269.67        4213539.27
128                   508.44        3972209.43
256                   991.88        3874535.75
512                  1862.55        3637793.74
1024                 3795.26        3706304.12
2048                 6597.97        3221665.38
4096                 5908.14        1442416.37
8192                10007.65        1221637.54
16384               16429.84        1002797.59
32768               23198.69         707967.85
65536               27072.70         413096.61
131072              29299.23         223535.35
262144              30702.39         117120.32
524288              31358.95          59812.45
1048576             32229.37          30736.32
2097152             31917.19          15219.30
4194304             31838.38           7590.86
