# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.66        7660133.29
2                      15.44        7718725.77
4                      31.63        7906434.27
8                      63.00        7875584.47
16                    127.48        7967525.36
32                    252.09        7877709.39
64                    492.79        7699825.20
128                   926.68        7239673.23
256                  1714.97        6699107.79
512                  3055.55        5967877.34
1024                 5794.72        5658904.74
2048                 9611.92        4693320.82
4096                 8288.26        2023500.68
8192                13614.59        1661937.24
16384               22159.62        1352516.13
32768               28375.08         865938.75
65536               31876.52         486397.08
131072              33279.07         253899.17
262144              34337.10         130985.63
524288              34849.49          66470.12
1048576             37099.42          35380.77
2097152             35952.10          17143.30
4194304             35320.19           8420.99
