# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.52        7516285.68
2                      15.04        7519089.38
4                      31.92        7979786.20
8                      61.56        7694653.08
16                    124.93        7808341.33
32                    250.20        7818757.30
64                    496.55        7758534.99
128                   923.05        7211289.54
256                  1743.27        6809648.72
512                  3056.80        5970320.79
1024                 5736.63        5602178.13
2048                 9526.17        4651451.14
4096                 8296.54        2025521.51
8192                13553.89        1654527.18
16384               22071.33        1347126.82
32768               28290.18         863347.86
65536               31857.39         486105.15
131072              33270.03         253830.18
262144              34143.71         130247.91
524288              36504.58          69626.95
1048576             36914.87          35204.76
2097152             36990.87          17638.62
4194304             35250.72           8404.43
