# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.91        7914379.28
2                      15.96        7979713.57
4                      32.26        8065724.56
8                      64.32        8039840.42
16                    129.43        8089200.63
32                    258.57        8080389.78
64                    510.70        7979701.63
128                   977.53        7636969.04
256                  1731.89        6765184.67
512                  3005.38        5869883.22
1024                 5721.66        5587563.27
2048                 9143.57        4464632.33
4096                 8359.39        2040865.59
8192                13620.63        1662674.95
16384               22161.91        1352655.51
32768               28265.76         862602.49
65536               31948.87         487501.11
131072              33398.84         254812.97
262144              34225.80         130561.06
524288              34865.62          66500.89
1048576             36624.49          34927.84
2097152             36422.14          17367.43
4194304             35368.87           8432.60
