# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.27        4270864.93
2                       8.51        4255426.67
4                      17.14        4286242.79
8                      34.46        4307990.06
16                     68.33        4270409.25
32                    136.12        4253784.22
64                    271.10        4235892.90
128                   515.01        4023511.89
256                   992.91        3878549.99
512                  1859.96        3632737.71
1024                 3737.99        3650379.23
2048                 6659.46        3251690.99
4096                 5789.50        1413452.72
8192                 9868.95        1204705.84
16384               16249.75         991805.90
32768               23203.16         708104.25
65536               27094.94         413436.04
131072              29316.54         223667.45
262144              30700.96         117114.86
524288              32100.90          61227.60
1048576             31727.62          30257.82
2097152             31909.64          15215.70
4194304             31871.47           7598.75
