# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.71        7706577.83
2                      15.55        7776911.52
4                      31.16        7790946.51
8                      59.29        7411328.38
16                    124.46        7778491.89
32                    251.02        7844428.32
64                    502.04        7844441.78
128                   930.61        7270353.67
256                  1720.60        6721081.52
512                  3005.47        5870065.19
1024                 5713.39        5579485.83
2048                 9171.88        4478458.02
4096                 8345.79        2037545.27
8192                13704.12        1672865.68
16384               22054.15        1346078.37
32768               28293.20         863439.99
65536               31694.46         483619.02
131072              33279.27         253900.68
262144              34272.09         130737.64
524288              36461.23          69544.27
1048576             36946.37          35234.80
2097152             36666.45          17483.92
4194304             35230.26           8399.55
