# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.17        2172584.25
2                       4.31        2153000.49
4                       8.60        2149956.37
8                      17.14        2142591.54
16                     34.29        2143002.13
32                     67.36        2105071.07
64                    134.53        2102041.99
128                   252.41        1971953.76
256                   487.29        1903458.83
512                  1079.73        2108845.28
1024                 1960.50        1914546.26
2048                 3430.16        1674884.24
4096                 2981.74         727964.14
8192                 4865.94         593986.46
16384                7228.48         441191.36
32768                9154.19         279363.65
65536               10078.79         153790.09
131072              10647.94          81237.33
262144              10863.26          41440.06
524288              11007.44          20995.03
1048576             11076.99          10563.84
2097152             11113.39           5299.28
4194304             11117.36           2650.59
