# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.27        2267240.73
2                       4.45        2225574.18
4                       8.84        2209116.87
8                      17.88        2235571.14
16                     35.76        2235093.65
32                     70.67        2208547.17
64                    139.07        2173021.10
128                   265.94        2077660.14
256                   518.13        2023930.64
512                  1102.39        2153108.41
1024                 1986.10        1939551.28
2048                 3509.55        1713647.52
4096                 2980.80         727734.77
8192                 4865.90         593981.43
16384                7240.92         441950.43
32768                9198.47         280715.11
65536               10091.93         153990.61
131072              10657.54          81310.60
262144              10840.11          41351.75
524288              11003.71          20987.91
1048576             11071.59          10558.69
2097152             11115.45           5300.26
4194304             11114.68           2649.95
