# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.00        2995173.98
2                       6.10        3051619.14
4                      12.66        3165183.93
8                      24.91        3114040.34
16                     49.90        3118545.92
32                    100.20        3131291.02
64                    194.55        3039913.45
128                   389.51        3043013.09
256                   738.53        2884864.08
512                  1214.35        2371781.49
1024                 2188.91        2137605.77
2048                 3817.04        1863787.64
4096                 3318.96         810292.14
8192                 4984.51         608461.12
16384                7584.87         462943.49
32768                9348.84         285303.97
65536               10363.79         158138.95
131072              10807.38          82453.75
262144              11062.94          42201.76
524288              11215.07          21391.05
1048576             11239.52          10718.84
2097152             11278.00           5377.77
4194304             11300.46           2694.24
